10000
2366	47	13	230	16
3224	64	1	540	1
9162	183	9	253	18
8857	177	7	297	6
5978	119	10	630	20
2883	57	11	522	13
865	17	12	120	19
121	2	1	9	18
3200	64	13	421	9
252	5	0	18	15
7168	143	8	236	19
9136	182	3	492	1
6953	139	1	1257	7
5627	112	18	541	12
8950	179	15	1468	4
8013	160	20	1190	16
1774	35	20	320	4
7184	143	19	407	10
5064	101	0	476	8
8855	177	6	183	19
4239	84	6	322	2
1150	23	19	150	4
9178	183	3	526	14
4012	80	20	679	15
3288	65	17	363	5
8349	166	4	166	14
4624	92	13	107	1
9801	196	12	1506	20
9441	188	20	1494	16
5064	101	1	638	12
144	2	2	3	19
2562	51	8	463	8
8550	171	16	764	2
1700	34	15	256	5
8840	176	7	324	9
671	13	20	18	4
6457	129	20	196	5
4308	86	12	371	12
1706	34	18	238	16
3557	71	17	363	10
4661	93	18	427	6
8789	175	3	1076	17
7780	155	2	1406	10
130	2	16	16	6
7207	144	18	657	14
5322	106	12	381	17
340	6	4	11	7
779	15	10	143	3
2883	57	20	354	18
6187	123	13	832	15
5941	118	14	998	9
4695	93	3	508	3
7080	141	19	754	14
3387	67	16	632	19
9187	183	17	692	20
254	5	8	23	1
247	4	12	11	9
4607	92	0	691	20
334	6	10	14	6
1385	27	5	212	19
846	16	13	103	0
417	8	0	65	3
1127	22	4	131	8
6676	133	7	1107	17
9547	190	10	478	20
3352	67	5	569	2
6874	137	20	1368	14
5308	106	4	881	13
7000	140	9	1013	12
9577	191	17	1822	16
8343	166	6	1428	10
7455	149	1	1241	18
8059	161	11	880	13
3064	61	20	480	2
4447	88	18	238	6
811	16	8	155	7
161	3	1	29	6
4861	97	16	752	15
1285	25	3	206	17
4763	95	2	886	17
5709	114	1	1002	18
1316	26	4	108	1
7582	151	6	713	14
5090	101	9	374	17
7105	142	11	1158	8
2054	41	2	321	0
7198	143	15	1381	16
2638	52	7	219	9
578	11	18	44	9
8594	171	10	1135	10
7746	154	17	208	14
9134	182	1	853	9
5457	109	5	740	4
1254	25	7	224	9
6615	132	9	1283	1
1787	35	1	46	7
2833	56	16	395	18
5704	114	2	812	11
9276	185	10	417	14
5062	101	10	839	12
3668	73	14	668	14
3731	74	16	437	10
8025	160	7	930	12
8769	175	10	958	13
3144	62	1	322	0
8073	161	16	1448	11
8214	164	6	1539	10
2226	44	17	141	12
1153	23	1	189	10
4088	81	19	388	15
5914	118	4	357	17
2912	58	13	194	3
9201	184	11	553	14
9957	199	4	832	15
4253	85	8	676	13
5721	114	12	298	15
5059	101	5	948	13
2388	47	10	257	15
9141	182	3	241	14
354	7	15	30	9
6673	133	10	1075	7
8464	169	8	1544	14
5667	113	17	847	7
9898	197	19	678	1
2646	52	1	271	17
271	5	7	41	3
9787	195	17	764	12
4846	96	0	695	2
241	4	2	24	16
5387	107	2	773	7
7399	147	14	1265	19
6455	129	10	458	2
7667	153	7	563	7
4252	85	0	139	8
4112	82	11	193	3
1122	22	15	29	6
1023	20	12	146	10
7338	146	7	778	8
4830	96	13	296	4
2501	50	0	495	12
3361	67	15	520	0
2756	55	8	163	10
6919	138	3	1020	2
3933	78	9	731	6
2310	46	17	322	0
606	12	12	105	7
1946	38	5	67	16
7715	154	5	1320	20
7314	146	17	319	3
6912	138	14	1361	0
8115	162	3	1534	20
5580	111	11	999	2
2234	44	1	265	11
3384	67	2	266	9
3436	68	16	655	11
3638	72	14	117	3
9515	190	13	453	18
920	18	13	92	13
7799	155	18	405	17
7488	149	16	276	18
6008	120	19	787	0
5830	116	7	295	3
9762	195	12	1269	18
6403	128	10	150	1
9306	186	0	993	15
795	15	6	141	9
1752	35	8	209	9
2404	48	15	307	19
9330	186	5	668	6
117	2	20	22	4
2009	40	16	80	10
7675	153	3	687	1
7019	140	16	1369	15
3710	74	6	391	12
8478	169	9	1379	1
7284	145	6	1036	4
3030	60	7	428	14
8386	167	13	1100	1
8521	170	14	319	11
5869	117	3	815	6
3714	74	0	621	5
4281	85	17	389	16
1665	33	18	211	11
1099	21	19	81	3
1488	29	17	163	7
758	15	3	85	16
6500	130	7	1160	7
7969	159	8	1547	1
2302	46	1	301	14
7915	158	1	759	15
7421	148	6	962	13
1470	29	2	291	14
8595	171	6	1310	20
6733	134	3	1338	19
9092	181	17	1022	10
4153	83	1	621	19
7869	157	11	481	16
5855	117	3	155	15
9551	191	3	264	13
7325	146	14	870	20
2385	47	18	220	9
624	12	13	85	18
4198	83	6	321	1
751	15	20	17	2
3475	69	0	340	11
9468	189	16	1378	17
7236	144	19	306	4
796	15	12	65	20
1693	33	3	228	13
9077	181	8	687	11
1668	33	8	294	11
1035	20	8	121	11
7759	155	4	875	2
7804	156	20	1403	8
3250	65	19	188	20
7512	150	13	896	12
4987	99	8	950	6
8277	165	3	1195	1
5416	108	8	531	3
325	6	3	35	1
1362	27	3	35	18
1668	33	6	72	17
2784	55	13	440	19
3788	75	5	534	18
7193	143	17	1110	3
7793	155	16	716	15
771	15	5	136	4
8502	170	8	1334	9
3275	65	8	386	13
3433	68	8	536	11
919	18	20	79	9
6798	135	5	700	12
6211	124	12	866	1
8180	163	5	1553	16
8589	171	20	359	16
3435	68	5	257	4
7712	154	0	253	15
9464	189	4	706	7
9447	188	8	487	18
3575	71	2	244	1
2356	47	18	132	3
2297	45	1	363	3
7681	153	20	1419	19
9954	199	0	1966	6
2601	52	8	328	1
9920	198	6	1144	4
2385	47	10	354	12
6215	124	8	1007	20
6475	129	16	381	20
7144	142	4	757	20
6184	123	6	235	5
3533	70	14	599	13
1752	35	9	138	12
7465	149	11	469	12
2805	56	10	418	9
9956	199	13	1185	9
6676	133	13	335	14
9443	188	6	581	18
1032	20	7	39	11
3380	67	6	506	11
9743	194	7	1539	16
9954	199	0	1903	3
500	10	9	38	15
7719	154	17	573	6
3288	65	10	76	17
1409	28	8	160	5
7886	157	8	223	3
2394	47	18	259	6
3116	62	8	233	7
5424	108	13	739	16
6666	133	7	1148	16
2287	45	16	163	13
1324	26	17	96	5
7900	158	12	1286	6
5504	110	10	836	19
180	3	9	15	5
9075	181	3	468	19
9661	193	0	1854	14
2975	59	20	590	4
4345	86	14	186	9
8086	161	11	512	17
3700	74	13	437	18
5901	118	5	403	20
6688	133	7	681	17
377	7	5	71	0
5730	114	12	850	3
1299	25	18	99	6
9479	189	20	250	16
1297	25	11	128	13
5651	113	1	664	1
6093	121	0	1151	1
9599	191	6	315	8
5405	108	7	827	10
4535	90	9	902	9
7636	152	15	1040	20
5818	116	3	686	1
7472	149	1	1026	9
5731	114	20	901	17
6609	132	13	906	9
5347	106	6	654	4
8997	179	0	1028	19
4378	87	15	110	15
4281	85	5	336	17
9915	198	9	1481	9
7403	148	17	791	16
7773	155	11	491	19
9159	183	14	288	4
4732	94	7	219	13
1992	39	9	204	15
1298	25	19	182	4
969	19	8	183	9
1274	25	20	52	13
6591	131	17	673	13
9607	192	14	1888	17
9397	187	14	1365	16
2181	43	2	313	14
7258	145	2	152	4
2926	58	7	323	5
2859	57	4	411	7
9381	187	14	1717	2
7655	153	10	1493	2
6496	129	11	965	11
2756	55	6	347	7
3957	79	11	395	6
3041	60	7	371	12
6456	129	15	770	0
4295	85	14	628	4
4995	99	2	300	10
672	13	8	52	4
5345	106	10	620	2
4040	80	14	316	16
6056	121	20	703	8
1181	23	6	208	14
5201	104	17	694	5
5308	106	5	865	17
9800	196	8	1103	2
7676	153	2	1198	18
4924	98	19	629	16
4526	90	8	883	11
2521	50	3	205	16
8513	170	6	680	11
2862	57	13	232	3
2622	52	12	145	9
2878	57	1	327	16
6465	129	6	601	18
2610	52	3	312	0
3432	68	15	507	4
9600	192	1	1060	17
5208	104	13	341	5
1336	26	18	260	13
768	15	6	20	14
4024	80	4	195	19
9154	183	20	584	13
6615	132	18	1200	17
3253	65	16	432	8
9067	181	3	841	20
8298	165	4	543	14
7417	148	20	568	15
8934	178	11	620	13
234	4	0	18	13
9735	194	17	448	19
6667	133	17	531	0
7149	142	8	572	10
1868	37	4	60	7
5825	116	12	715	9
551	11	19	45	9
9199	183	4	1265	8
1188	23	1	25	8
4240	84	18	220	16
3303	66	8	562	16
8214	164	14	1285	20
819	16	15	98	2
1535	30	9	51	2
9095	181	6	1634	12
4943	98	5	347	7
3190	63	1	410	6
4023	80	4	793	6
1072	21	12	106	10
5012	100	10	647	10
7466	149	6	464	1
6996	139	18	447	5
9840	196	9	1804	18
3336	66	0	138	13
1489	29	10	253	10
3722	74	0	92	3
2756	55	8	145	0
3033	60	19	112	12
7003	140	20	632	15
254	5	5	20	9
500	10	12	60	14
7333	146	12	1198	0
433	8	9	65	20
104	2	9	8	1
1728	34	19	320	14
3016	60	9	188	14
8330	166	2	249	10
529	10	16	47	20
4771	95	8	943	3
3500	70	11	616	9
1043	20	15	97	0
6292	125	14	171	13
577	11	14	53	3
3760	75	0	508	19
2701	54	18	385	18
1156	23	18	179	14
9138	182	0	1229	10
844	16	10	106	2
2575	51	15	364	19
7515	150	3	352	20
3977	79	6	105	15
7278	145	14	420	10
8211	164	8	562	2
2606	52	4	301	13
2783	55	0	192	20
8092	161	12	578	2
5525	110	4	799	4
5999	119	4	1109	15
3099	61	20	500	15
2274	45	10	157	20
7870	157	5	1456	2
1456	29	18	177	6
7395	147	18	898	2
9718	194	2	1295	16
8302	166	6	1646	7
2251	45	12	144	19
6320	126	13	854	2
3351	67	5	657	7
7144	142	2	1089	9
8245	164	16	1148	3
5240	104	9	846	14
320	6	4	25	3
3764	75	14	369	11
7279	145	4	1020	18
2961	59	14	86	18
8082	161	11	1024	12
4921	98	5	817	1
7692	153	5	181	17
1333	26	14	230	8
7258	145	18	1134	19
1303	26	5	108	11
2156	43	19	110	1
9356	187	6	527	10
7651	153	15	294	15
106	2	17	3	10
7281	145	18	589	14
4751	95	7	838	13
5412	108	11	137	12
4529	90	8	516	12
6859	137	2	155	1
6990	139	4	1261	4
9134	182	6	1276	15
6185	123	11	1236	19
6425	128	14	937	8
7242	144	0	249	17
2412	48	10	382	3
3847	76	8	596	6
5594	111	20	348	16
2566	51	5	485	14
150	3	17	17	6
4528	90	20	903	19
2778	55	18	183	4
9690	193	10	1197	8
8460	169	19	1608	11
6731	134	1	252	6
2137	42	6	109	18
3272	65	8	124	1
7880	157	14	1277	0
8508	170	3	1462	7
7678	153	7	1379	11
4464	89	0	274	18
3674	73	2	433	3
2829	56	13	426	18
4814	96	5	570	0
7840	156	0	897	10
1548	30	14	243	1
1673	33	0	210	9
2246	44	20	54	15
3201	64	3	512	16
9966	199	7	1071	9
1989	39	18	90	4
9199	183	20	1463	7
868	17	10	31	5
5726	114	7	648	8
1244	24	19	156	9
4627	92	14	100	20
4644	92	3	214	18
8168	163	19	1372	12
9936	198	4	609	7
6962	139	4	1379	19
7450	149	17	883	17
1373	27	11	236	5
3802	76	10	372	9
5404	108	15	240	10
1012	20	0	98	8
5171	103	14	669	1
4063	81	13	221	6
5855	117	3	1061	8
882	17	20	169	10
3617	72	13	142	9
4336	86	2	704	15
2816	56	0	524	6
3375	67	12	517	10
1993	39	14	174	5
1106	22	9	177	17
1223	24	10	132	11
1922	38	6	68	18
7954	159	10	270	20
7485	149	6	845	3
5860	117	13	978	1
3515	70	10	289	19
2225	44	5	388	8
5911	118	9	725	19
8048	160	19	947	11
4676	93	5	520	18
5101	102	4	162	14
9693	193	2	1518	8
7733	154	8	788	6
404	8	12	18	13
9997	199	3	996	0
9253	185	16	890	7
2237	44	0	62	13
2159	43	11	262	6
1430	28	4	180	18
6479	129	17	385	12
3666	73	17	265	2
3133	62	13	490	0
1083	21	15	99	17
4257	85	7	612	8
3464	69	19	482	13
1068	21	3	148	3
5452	109	2	1075	7
7745	154	15	980	7
810	16	1	71	1
2598	51	4	202	20
627	12	20	106	20
8643	172	15	771	13
9105	182	7	1267	17
8190	163	4	921	8
5787	115	16	934	16
7645	152	0	292	3
5393	107	14	754	18
7600	152	8	754	8
7013	140	3	786	5
3493	69	8	386	7
5761	115	13	421	10
8579	171	16	715	1
849	16	18	91	17
7549	150	8	313	19
8097	161	16	542	10
3602	72	7	174	7
5791	115	13	272	6
4108	82	18	627	7
3721	74	11	365	0
2774	55	4	293	8
8207	164	19	309	12
3885	77	0	350	17
6966	139	10	1377	14
4466	89	14	341	6
6799	135	5	666	0
6519	130	20	317	19
3586	71	17	648	7
5316	106	8	986	15
3340	66	5	554	7
3150	63	2	409	9
2118	42	7	253	14
3649	72	6	670	10
2536	50	10	51	3
7692	153	5	374	17
2917	58	12	80	17
2101	42	18	356	16
4270	85	16	262	11
9434	188	18	1072	5
1581	31	16	249	16
1073	21	2	69	8
2420	48	9	192	10
877	17	1	93	15
4040	80	17	562	1
2638	52	12	444	12
9387	187	3	1562	10
768	15	14	143	9
3965	79	8	198	5
8137	162	19	1293	18
2299	45	3	212	7
1485	29	14	294	5
5991	119	1	288	12
5035	100	11	560	7
7911	158	4	771	10
4446	88	11	306	4
2847	56	4	95	8
4986	99	6	514	17
5737	114	5	368	17
9893	197	19	1482	4
6739	134	19	636	12
4433	88	13	200	19
2947	58	18	257	14
9539	190	10	484	3
5493	109	19	843	4
8472	169	3	572	11
2695	53	17	285	7
7278	145	5	1073	13
2877	57	2	400	18
6455	129	11	885	4
3468	69	10	439	20
5190	103	7	710	1
3127	62	7	132	15
5377	107	4	754	15
4773	95	3	918	4
6684	133	4	201	15
8767	175	11	1676	5
3126	62	10	219	18
4613	92	16	115	15
6499	129	7	642	14
2845	56	15	491	3
1427	28	17	188	19
8955	179	9	1512	10
9905	198	3	928	11
3038	60	5	489	4
5098	101	5	640	9
2727	54	7	361	18
1672	33	12	278	12
2647	52	7	298	14
913	18	12	136	15
4103	82	2	328	3
3550	71	20	467	10
6194	123	19	371	16
3861	77	8	292	12
5336	106	6	979	16
6676	133	10	624	6
7818	156	8	156	19
8679	173	9	367	20
1730	34	19	270	10
4628	92	16	392	10
2623	52	11	474	5
6011	120	13	1163	0
4071	81	8	771	10
5210	104	1	389	17
7337	146	18	769	3
1300	26	7	122	0
5930	118	11	785	10
7331	146	11	1006	20
3205	64	15	95	14
3687	73	17	616	1
144	2	2	27	20
2159	43	8	55	20
7589	151	3	555	14
4471	89	20	505	7
610	12	20	28	11
2974	59	10	445	8
7664	153	12	447	20
4347	86	13	104	15
7974	159	14	904	3
5184	103	14	338	14
8419	168	2	1428	10
9194	183	13	1435	1
1109	22	12	189	0
2629	52	14	289	10
3284	65	7	333	18
4564	91	20	518	14
7478	149	14	1298	15
1614	32	7	126	6
7861	157	3	1439	3
4016	80	8	616	12
9116	182	10	1742	0
2455	49	13	305	14
2895	57	15	316	3
3840	76	13	739	7
7466	149	13	340	9
1978	39	13	324	8
7713	154	17	1242	2
8055	161	10	743	20
3180	63	0	307	16
8847	176	19	403	13
916	18	10	95	5
4558	91	1	197	3
1770	35	3	286	16
3427	68	18	240	11
4235	84	4	563	17
9282	185	13	1260	0
7385	147	12	699	1
2812	56	4	205	4
6645	132	5	969	3
4213	84	15	149	0
9352	187	6	589	20
2915	58	15	555	10
3421	68	0	133	16
9087	181	19	811	5
9204	184	8	447	9
171	3	4	13	13
1519	30	5	145	2
1301	26	17	208	5
311	6	19	13	12
150	3	18	10	17
4108	82	18	524	15
2993	59	13	533	17
4706	94	9	139	16
4613	92	16	301	20
9281	185	10	1502	4
6144	122	5	375	10
1082	21	13	46	4
3554	71	8	387	16
7150	143	6	1147	17
1894	37	9	94	19
5310	106	9	337	11
4322	86	4	626	6
8734	174	10	1259	5
1327	26	2	44	7
7425	148	9	800	6
4058	81	0	130	19
9933	198	0	1314	14
8350	167	5	1334	4
5678	113	16	689	17
421	8	3	75	10
1604	32	7	100	9
3421	68	1	640	10
7467	149	9	750	20
1284	25	3	186	1
3750	75	8	704	16
1772	35	6	272	14
6644	132	14	1183	5
4843	96	19	746	3
6943	138	0	980	7
4530	90	9	598	12
3054	61	6	431	13
7798	155	9	302	3
7539	150	17	1187	11
2273	45	13	404	9
165	3	20	11	10
4296	85	1	641	19
6606	132	1	521	9
1052	21	0	209	11
873	17	12	128	20
5658	113	13	333	6
6811	136	14	1208	16
8952	179	10	1043	4
8960	179	10	828	15
9863	197	8	1811	4
6336	126	17	1108	19
1764	35	9	253	17
3775	75	18	541	19
5748	114	10	298	12
6020	120	13	785	2
572	11	12	51	6
2802	56	12	186	3
7046	140	5	1159	14
6331	126	13	1206	12
2703	54	12	144	20
9743	194	2	876	15
1846	36	18	171	7
400	8	3	11	8
9057	181	4	1780	15
4551	91	20	545	9
8992	179	19	995	1
7030	140	16	500	12
9808	196	19	1484	4
4642	92	9	156	12
8975	179	10	1118	17
5653	113	19	139	2
9083	181	15	295	2
2690	53	16	111	16
416	8	20	59	7
9980	199	17	773	14
8743	174	2	1184	2
2984	59	20	207	0
1286	25	1	191	8
5001	100	17	223	9
9387	187	16	1556	7
7472	149	15	1309	9
8814	176	0	1686	8
3096	61	18	271	15
5672	113	15	1076	5
1879	37	10	233	4
3774	75	11	365	11
8880	177	13	1567	19
2176	43	19	68	3
435	8	1	38	11
7443	148	18	1270	15
6971	139	2	829	11
958	19	3	57	3
4762	95	7	528	20
5962	119	19	320	17
1935	38	18	251	0
6312	126	13	173	13
8674	173	6	1463	12
9024	180	9	1220	7
4714	94	4	185	0
3572	71	16	603	12
2635	52	8	179	0
1315	26	4	69	1
7943	158	11	1085	12
804	16	15	50	13
8276	165	5	559	6
5899	117	15	336	9
6807	136	4	328	5
1887	37	12	48	6
2036	40	20	270	18
5486	109	4	1019	8
592	11	20	80	19
4394	87	3	126	6
6882	137	19	1053	18
1271	25	18	191	11
7717	154	11	1262	2
4107	82	2	706	3
4069	81	16	101	16
5574	111	7	848	13
8226	164	12	1187	15
6455	129	13	147	15
8584	171	9	1667	13
9719	194	8	740	19
837	16	20	141	18
4419	88	17	334	2
3118	62	7	349	3
2183	43	16	102	7
4883	97	11	305	5
5594	111	8	997	10
7123	142	11	1181	11
8625	172	16	1208	6
6280	125	3	239	11
4595	91	1	819	13
7593	151	3	900	20
7370	147	19	408	19
2455	49	14	111	3
2457	49	1	475	7
8097	161	9	690	14
5778	115	10	193	10
4621	92	2	165	4
5969	119	8	301	6
5234	104	17	1023	8
7137	142	12	947	15
3169	63	13	427	11
5989	119	14	231	1
3667	73	12	421	7
1985	39	8	95	5
5081	101	18	765	9
3858	77	14	125	5
8712	174	13	1690	16
5325	106	20	561	0
7892	157	13	323	13
6351	127	11	162	13
6753	135	12	152	9
1501	30	8	243	14
9775	195	2	536	15
199	3	20	14	6
6919	138	14	637	18
1722	34	6	275	5
5782	115	10	269	2
2562	51	16	64	13
8891	177	7	967	14
5585	111	8	161	14
2361	47	13	246	12
1154	23	10	94	9
7105	142	4	901	7
8705	174	3	783	10
2481	49	14	337	18
5044	100	0	616	18
624	12	15	68	10
4513	90	1	476	10
4153	83	15	668	0
1665	33	2	228	0
8492	169	0	492	3
1367	27	5	234	17
7133	142	11	460	5
3632	72	8	458	17
1306	26	17	43	16
5963	119	17	713	0
4382	87	3	310	20
901	18	20	21	0
3575	71	4	395	2
7910	158	11	820	17
1220	24	14	84	10
7737	154	4	198	6
3440	68	19	386	10
6879	137	6	631	20
3487	69	7	640	5
2605	52	10	387	2
8400	168	16	434	9
5818	116	8	693	9
5604	112	3	557	14
7913	158	8	1480	18
2530	50	13	421	14
8840	176	6	304	13
3440	68	10	77	5
4892	97	2	394	5
7309	146	9	950	15
806	16	18	100	9
5228	104	8	637	18
7811	156	3	873	16
136	2	14	14	11
4274	85	3	757	14
8289	165	2	310	7
9801	196	8	1638	10
203	4	13	29	19
6183	123	0	659	12
2295	45	19	313	14
5638	112	16	704	9
8862	177	10	1266	0
1125	22	15	178	1
5597	111	1	842	8
3564	71	11	107	12
2319	46	17	279	15
1119	22	7	125	9
6266	125	14	1000	16
4195	83	5	119	6
7492	149	3	422	14
4713	94	11	415	9
7604	152	4	418	5
2538	50	13	83	15
8901	178	13	1313	20
620	12	13	20	12
6847	136	16	1273	19
3732	74	18	327	18
2038	40	12	329	15
1448	28	2	280	10
5089	101	8	687	6
2419	48	1	123	7
6418	128	20	1202	15
7699	153	11	560	2
8391	167	5	366	20
2487	49	13	306	6
6327	126	10	1250	0
6031	120	11	190	2
8136	162	9	1373	3
2598	51	1	254	1
9848	196	20	1806	11
9398	187	20	1190	3
2275	45	16	277	15
3251	65	18	168	6
4469	89	14	296	4
7149	142	8	510	16
6874	137	5	541	10
2037	40	5	226	19
6336	126	13	279	10
6881	137	13	1304	12
5699	113	3	845	20
435	8	0	24	18
6918	138	19	806	4
562	11	13	34	3
8175	163	2	578	14
7156	143	0	821	10
1558	31	4	69	13
4208	84	10	307	6
3837	76	0	339	1
9038	180	19	283	2
8081	161	13	230	1
3829	76	16	129	5
9068	181	3	638	12
8033	160	9	1481	16
2459	49	13	477	1
4020	80	20	368	10
2317	46	19	423	13
7973	159	0	318	8
7535	150	14	319	7
6471	129	16	148	14
5608	112	19	346	20
6276	125	1	685	3
2481	49	16	268	3
5224	104	19	537	12
8526	170	3	734	7
5759	115	1	1005	9
2254	45	10	216	18
3804	76	2	183	0
7716	154	18	924	9
6646	132	6	649	20
4442	88	7	672	20
4354	87	12	164	13
1618	32	10	49	16
1786	35	18	331	5
4700	94	18	895	6
2741	54	15	107	10
5277	105	8	825	5
6144	122	2	1005	7
7171	143	4	551	0
9526	190	11	1785	19
4254	85	19	180	3
6737	134	9	282	20
1719	34	2	230	0
8054	161	11	702	11
1817	36	15	68	4
9344	186	16	1626	6
7078	141	9	1139	12
6748	134	17	1016	11
8087	161	7	1406	9
211	4	20	10	18
9082	181	19	475	0
1941	38	8	82	1
7633	152	8	456	2
9470	189	18	1521	0
2057	41	20	221	11
4942	98	9	594	12
5447	108	20	1079	10
7392	147	5	518	7
9930	198	14	280	9
1082	21	11	80	16
6816	136	18	1143	13
6264	125	13	662	20
2594	51	5	376	16
8827	176	4	1395	4
9149	182	5	660	5
3444	68	12	274	18
9839	196	5	1402	16
1150	23	1	148	18
9495	189	8	1335	11
4624	92	4	656	12
3216	64	15	246	4
1664	33	15	194	7
2002	40	7	88	0
7844	156	13	418	10
6956	139	15	209	20
4074	81	12	252	12
7117	142	13	1364	3
176	3	7	26	11
8105	162	7	395	20
9139	182	14	1269	19
2220	44	15	81	3
606	12	8	59	7
9345	186	17	446	19
9517	190	8	1671	10
7029	140	12	425	2
7543	150	11	649	7
5892	117	15	273	12
5122	102	14	163	7
3654	73	11	106	18
7957	159	15	715	13
7030	140	8	646	5
930	18	7	41	8
2025	40	19	103	9
7550	151	13	1231	7
1392	27	4	209	2
3156	63	16	299	16
1881	37	18	175	14
191	3	2	21	8
5961	119	4	1191	7
2274	45	20	127	1
6505	130	19	580	20
4177	83	3	349	10
268	5	10	6	18
1143	22	1	61	20
1811	36	5	357	12
3508	70	18	112	10
5557	111	11	611	14
8437	168	20	876	16
9069	181	10	480	13
5801	116	7	1047	9
6554	131	1	988	16
9007	180	5	987	9
2441	48	11	234	0
5429	108	18	171	16
1378	27	4	40	11
3634	72	8	79	3
3025	60	8	560	11
3021	60	3	574	5
7388	147	11	811	13
3753	75	2	671	5
3323	66	8	239	9
3506	70	15	241	0
9239	184	0	1440	0
1921	38	17	381	5
7321	146	10	976	8
1691	33	3	147	15
273	5	8	52	6
8405	168	6	1455	11
4047	80	9	413	8
4517	90	3	852	14
2686	53	7	106	11
9606	192	18	1882	17
5109	102	8	121	8
6566	131	14	768	11
9849	196	11	1505	10
3994	79	1	435	12
954	19	8	112	14
2269	45	18	332	7
4329	86	1	396	2
1358	27	19	176	2
5199	103	7	447	6
5197	103	16	352	12
7734	154	8	537	6
1332	26	7	126	4
4396	87	8	624	14
8590	171	13	1095	20
4043	80	12	574	16
7375	147	5	837	4
9322	186	12	849	3
7112	142	13	336	2
9933	198	2	1828	6
8225	164	2	226	9
7363	147	11	617	8
3391	67	8	528	0
7609	152	14	736	9
5143	102	19	570	4
3871	77	5	754	13
1955	39	12	250	7
6575	131	5	1102	19
5563	111	14	288	4
9487	189	16	559	7
7134	142	20	285	2
2518	50	11	323	16
877	17	19	114	14
3436	68	12	321	2
9140	182	8	273	15
8714	174	20	888	19
6834	136	11	429	6
5973	119	7	761	11
679	13	7	78	15
2327	46	4	426	11
7954	159	8	1446	11
3623	72	20	288	13
7719	154	3	1415	2
2624	52	10	96	12
7280	145	10	301	10
2127	42	0	158	0
3716	74	5	348	12
496	9	18	24	11
7554	151	16	196	1
9099	181	6	634	15
3151	63	8	422	11
2798	55	19	287	8
9073	181	10	1140	7
9829	196	7	1047	5
5481	109	10	479	3
2057	41	20	327	11
4232	84	3	145	11
3209	64	5	269	19
7409	148	3	1180	12
5313	106	16	425	5
1297	25	3	212	9
7563	151	5	161	7
5672	113	16	701	9
5739	114	18	1017	14
1800	36	11	52	6
6013	120	7	334	14
8744	174	8	1313	11
7256	145	5	508	12
5605	112	2	715	7
4846	96	7	434	18
4882	97	2	590	15
6759	135	12	736	17
